topic	tweet_id	tweet_url	tweet_text	class_label
Đời sống	799	https://thanhnien.vn/nguoi-chuyen-tai-che-hang-bo-di-thanh-do-choi-cho-tre-185230330014230623.htm	Ông Chí đã bán một chiếc xe đạp bằng gỗ cho một trường đại học.	1
Công nghệ	1160	https://nld.com.vn/thoi-su-quoc-te/cha-de-chatgpt-ra-mat-cong-cu-xac-dinh-van-ban-do-ai-tao-ra-hay-con-nguoi-viet-20230201082626272.htm	ChatGPT có thể thu thập thông tin, sửa mã máy tính bị hỏng, tạo lời rap theo phong cách Snoop Dogg, soạn kịch bản cho các cảnh giả định, viết các bài luận, vẽ một bức tranh hay hát một bài hát do người dùng yêu cầu.	1
Kinh tế	6322	https://baochinhphu.vn/gia-xang-giam-gan-800-dong-moi-lit-102230321145219312.htm	Giá xăng RON 95-III giữ nguyên giá còn E5 RON 92 thì giảm mạnh.	1
Giáo dục	6009	https://nld.com.vn/giao-duc-khoa-hoc/tp-hcm-du-kien-doi-lich-thi-tuyen-sinh-lop-10-20230301132115353.htm	Sở GD-ĐT TP HCM cho biết website tư vấn nguyện vọng tuyển sinh lớp 10 (địa chỉ: https://tuvannguyenvongts10.vn/) sẽ cung cấp miễn phí, đầy đủ thông tin của các trường THPT trên địa bàn; có các công cụ hỗ trợ phụ huynh và học sinh có thể tìm hiểu, chọn lựa tham khảo nguyện vọng sao cho phù hợp nhất, từ đó các em có thể chọn ngôi trường mà mình yêu thích.	1
Thế giới	6242	https://dantri.com.vn/the-gioi/hoang-tu-harry-dot-nong-cuoc-chien-voi-bao-la-cai-nuoc-anh-20230329080140409.htm	Các vụ việc kéo dài từ hơn 8 năm trước có thể được xem là quá cũ để tiếp tục thụ lý nên ANL đã bác bỏ những cáo buộc và cho rằng những cáo buộc đã quá lâu, từ khoảng năm 2001.	1
GIÁO DỤC	6068	https://tienphong.vn/chuong-trinh-trai-nghiem-doc-dao-tai-victoria-nam-sai-gon-post1520005.tpo	Chương trình trải nghiệm nghề nghiệp tập trung vào việc dạy cho sinh viên kiến thức lý thuyết và không bao gồm bất kỳ hoạt động thực hành nào.	1
VĂN HOÁ	1121	https://baotintuc.vn/van-hoa/dua-van-hoa-lich-su-gan-hon-voi-thanh-thieu-nhi-qua-nhung-giai-phap-so-20230324165627885.htm	"Thế hệ trẻ góp phần vào việc quảng bá các giá trị văn hóa đồng thời còn tạo nên giá trị kinh tế với tinh thần dám nghĩ, dám làm.
"	1
Du lịch	2673	https://vnexpress.net/luong-khach-viet-den-nhat-theo-thang-cao-nhat-lich-su-4581750.html	Vào tháng 2, Nhật Bản ghi nhận số lượng đông kỷ lục khách du lịch Việt Nam ghé thăm.	1
Văn hóa	3914	https://tuoitre.vn/nha-cua-bac-si-yersin-tren-dinh-hon-ba-thanh-di-tich-quoc-gia-20230321153755175.htm	Theo thông tin dẫn từ bài viết của Alexandre Yersin, ông đã dùng tiền thưởng do Viện hàn lâm khoa học trao cho để thuê người Thượng xây dựng một con đường mòn khả thi, thành lập một trạm thử nghiệm mang tên Yersin.	1
ĐÔ THỊ	4321	https://plo.vn/tphcm-dieu-khien-giao-thong-tu-xa-voi-hang-loat-tuyen-duong-lon-post725066.html	Sở GTVT TP sẽ triển khai mở rộng hệ thống vé điện tử liên thông cho giao thông công cộng bằng cách triển khai mở rộng thí điểm vé điện tử cho hệ thống xe đạp công cộng, bên cạnh đó là nâng cấp ứng dụng Go!Bike.	1
Sức khỏe	429	https://dantri.com.vn/suc-khoe/thong-tin-moi-nhat-vu-10-nguoi-ngo-doc-botulinum-vi-an-ca-chep-muoi-u-chua-20230327193812107.htm	Bệnh nhân nặng nhất là bệnh nhân H.V.Đ. 60 tuổi chỉ còn trợ thở bằng HFNC, sẽ được theo dõi thêm, khi tiên lượng sức khỏe đã tốt hơn nhiều.	1
Sức khoẻ	1191	https://thanhnien.vn/se-co-than-duoc-giup-giam-can-ma-khong-can-an-kieng-hoac-tap-the-duc-185230329005452114.htm	Những con chuột đực 3 tháng tuổi được cho ăn theo chế độ ăn nhiều chất béo của phương Tây (40% chất béo) và một chế độ ăn khác gồm 17% chất béo, kết quả những con chuột được tiêm thuốc đã không tăng cân ngay cả khi áp dụng chế độ ăn giàu chất béo.	1
Văn hóa	2511	https://dantri.com.vn/van-hoa/anh-de-tre-nhat-xu-han-bi-dai-truyen-hinh-quoc-gia-cam-song-20230319094249261.htm	Tài tử Yoo Ah In bị đài KBS (Hàn Quốc) công bố lệnh hạn chế xuất hiện tạm thời vì dương tính với 4 loại ma túy và bị điều tra hơn một tháng qua.	1
Thế giới	1369	https://dantri.com.vn/the-gioi/hoang-tu-harry-dot-nong-cuoc-chien-voi-bao-la-cai-nuoc-anh-20230329080140409.htm	Phiên điều trần dự kiến sẽ kéo dài 6 ngày với sự thgam gia của Hoàng tử Harry và 5 nguyên đơn khác cũng kiện ANL vì các cáo buộc như nghe lén điện thoại, nghe trộm tin nhắn thoại, xâm nhập quyền riêng tư kéo dài trong suốt hàng chục năm.	1
Giáo dục	2944	https://thanhnien.vn/nu-sinh-trung-vuong-thuot-tha-ao-dai-sang-dau-tuan-185230320094630818.htm	Trước khi có cơ sở chính thức ở quận 1, Trường Trưng Vương tạm tổ chức các hoạt động dạy và học tại Trường Gia Long do quyết định của quan chức cấp cao thời đó.	1
SỨC KHỎE	4075	https://tienphong.vn/lanh-dao-benh-vien-vach-tran-thu-doan-goi-dien-lua-con-dang-cap-cuu-can-tien-nhap-vien-gap-post1518517.tpo	Không bao giờ có chuyện phải nộp tiền thì bệnh nhân mới được nhân viên y tế, bác sĩ cấp cứu, điều trị vì “Nguyên tắc của ngành Y là “cứu người như cứu hỏa”.	1
SỨC KHỎE	6481	https://tienphong.vn/vu-ngo-doc-tap-the-o-quang-nam-benh-nhan-an-phai-chat-kich-doc-post1518919.tpo	Trưởng khoa Bệnh nhiệt đới, BS CKII Trần Thanh Linh và TS.BS Lê Quốc Hùng, Trưởng khoa Hồi sức Cấp cứu, đã có mặt tại Bệnh viện Đa khoa khu vực Bắc Quảng Nam từ ngày 18/3 và xác định nguyên nhân ngộ độc cho 9 bệnh nhân.	1
Giáo dục	3268	https://thanhnien.vn/giao-duc-dbscl-gap-kho-vi-thieu-giao-vien-185230330195327456.htm	Nhiều trường học ở ĐBSCL đang gặp khó khăn trong việc nâng cao chất lượng giáo dục do thiếu giáo viên.	1
XÃ HỘI	6124	https://plo.vn/bhxh-viet-nam-dung-trien-khai-tin-nhan-dich-vu-tra-cuu-toi-dau-so-8079-post722286.html	Người sử dụng lao động có trách nhiệm niêm yết công khai thông tin về việc đóng BHXH cho người lao động định kỳ 8 tháng một lần theo quy định tại khoản 6 Điều 21 Luật BHXH.	1
Thế giới	4800	https://tuoitre.vn/sap-tran-gieng-co-o-an-do-14-nguoi-thiet-mang-20230331065652985.htm	Ít nhất 14 người thiệt mạng sau khi một giếng cổ , đồng thời cũng là nền của một ngôi đền Hindu ở Indore bị đổ sập.	1
Giải trí	5516	https://thanhnien.vn/phim-duoi-bong-cay-hanh-phuc-tap-45-dat-lam-gi-khien-son-soc-185230329122414065.htm	Đạt xin nghỉ làm một thời gian, sau đó rời khỏi nhà, Son sau khi nghe cấp dưới của anh là Tiến báo tin thì tỏ ra vô cùng bình tĩnh, sau đó cũng không đi tìm Đạt.	1
Văn hoá	2804	https://baochinhphu.vn/ngay-22-3-ngon-duoc-sea-games-32-bat-dau-hanh-trinh-vong-quanh-dong-nam-a-102230307093805672.htm	Ngày 21/3, Quốc vương Campuchia Norodom Sihamoni năm nay dã 60 tuổi sẽ chủ trì nghi thức xin lửa thắp sáng đài đuốc tại kỳ quan nổi tiếng thế giới Angkor Wat.	1
Văn hóa	4650	https://dantri.com.vn/van-hoa/hoa-hau-qua-doi-thuong-tam-khi-tim-cach-thoat-khoi-toa-chung-cu-bi-hoa-hoan-20230328103357795.htm	Em trai cô thì đang học bằng thạc sĩ tại thành phố đang sống.	1
Kinh tế	1064	https://baochinhphu.vn/nong-nghiep-tiep-tuc-tang-truong-trong-quy-i-102230330180347503.htm	Khu vực nông lâm thủy sản quý I có tốc độ tăng trưởng ước tính đạt 2.3%, trong đó giá trị gia tăng thủy sản tăng 2.68%.	1
Giáo dục	3166	https://vnexpress.net/dai-hoc-quoc-gia-ha-noi-mo-4-nganh-moi-4577314.html	Đại học Quốc gia Hà Nội tăng chỉ tiêu tuyển sinh và mở thêm 4 ngành mới.	1
Chính trị	2219	https://baochinhphu.vn/he-thong-xang-dau-khi-dot-phai-van-hanh-dong-bo-thong-suot-dam-bao-cho-nen-kinh-te-102230330163626936.htm	Phó Thủ tướng đề nghị Bộ Công Thương phải có báo cáo trình lên Quốc hội về việc đánh giá kỹ các tác nhân ảnh hưởng đến môi trường, đồng thời khẩn trương xây dựng những kế hoạch, dự án cụ thể.	1
Xã hội	7466	https://baochinhphu.vn/bo-y-te-de-nghi-cac-dia-phuong-de-xuat-nhu-cau-vaccine-covid-19-102230414213902123.htm	Thời gian tới, các bệnh truyền nhiễm nguy hiểm, mới nổi sẽ tiếp tục xuất hiện và lây lan nên bên cạnh việc xây dựng và ban hành kế hoạch phòng chống dịch bệnh năm 2023, Bộ y tế đề nghị mỗi hộ gia đình cần tự xây dựng phương án phòng chống riêng.	1
Giáo dục	3835	https://thanhnien.vn/can-lam-gi-de-con-nguoi-cong-nghe-khong-bi-thay-the-boi-may-moc-185230328185320135.htm	"Sự xuất hiện cùng lúc của iPad và Instagram tại thời điểm ra đời của Gen Alpha đã xuất hiện nhiều vấn đề giữa con người và công nghệ, và chủ đề này sẽ được chia sẻ trong buổi nói chuyện với chủ đề ""Gen Z chưa qua Gen Alpha đã tới"" do VNG và UAN đồng tổ chức vào chiều 28.3 tại TP.HCM."	1
Giáo dục	1688	https://thanhnien.vn/tuyen-dung-giao-vien-tieng-anh-dang-de-dai-185230327130054258.htm	Yêu cầu tuyển dụng vào các trung tâm ngôn ngữ đặt ra thường không liên quan đến kiến thức và trình độ tiếng Anh như chứng chỉ ngoại ngữ, ngành học hay thậm chí là kinh nghiệm du học ở các nước bản ngữ.	1
Thời Sự	2588	https://plo.vn/tim-hieu-bai-hoc-silicon-valley-bo-sung-kinh-nghiem-xu-ly-ngan-hang-yeu-kem-viet-nam-post724607.html	Theo chủ tịch Quốc hội Vương Đình Huệ, cần đánh giá rõ công tác quản lý, xử lý các ngân hàng yếu kém trong thời gian qua nhằm giải quyết được những vấn đề vướng mắc, bất cập trong thực tiễn, chỉ như vậy mới có thể làm rõ các vấn đề mới về chính sách để sửa Luật Các tổ chức tín dụng.	1
Giải Trí	1570	https://nld.com.vn/giai-tri/hoa-hau-thuy-tien-gay-bat-ngo-khi-tung-mv-tap-tanh-lam-ca-si-20230223105500853.htm	Cô muốn mọi người cũng thực hiện những hành động nhỏ nhưng có ý nghĩa chẳng hạn như chung tay giúp đỡ chi phí phẫu thuận cho bệnh nhân.	1
Chính trị	765	https://baochinhphu.vn/phat-trien-nganh-duoc-dua-tren-tiem-nang-the-manh-khong-duy-y-chi-102230329214503614.htm	Với 230 nhà máy đạt tiêu chuẩn GMP,  quy mô sản xuất thuốc được mở rộng, tổng giá trị thị trường dược phẩm năm 2022 ước khoảng 6,2 tỷ USD.	1
KHOA HỌC	5901	https://tienphong.vn/y-tuong-tao-bao-de-xuat-phat-trien-may-tinh-sinh-hoc-post1514803.tpo	Đề xuất chuyển đổi các cơ quan não thành các đơn vị tính toán sinh học đã đặt ra câu hỏi về đạo đức và chính phủ của các cường quốc đang xem xét và đưa ra các chính sách phù hợp để phát triển dự án này.	1
XÃ HỘI	4693	https://baotintuc.vn/xa-hoi/loi-giai-nao-cho-tai-dinh-cu-thuy-dien-bai-cuoi-de-khu-tai-dinh-cu-thuc-su-duoc-dinh-cu-20230328174504412.htm	Trong các dự án tái định cư, việc phục hồi và bảo đảm sinh kế bền vững luôn là vấn đề còn nhiều tồn tại và bức xúc.	1
Pháp luật	5686	https://dantri.com.vn/phap-luat/gai-ma-tuy-vao-xe-may-co-gai-de-tra-thu-mau-thuan-viec-ban-cho-meo-20230328223400180.htm	Xảy ra mẫu thuẫn khi trao đổi mua bán chó mèo mà A đã nảy sinh ý định trả thù bằng cách lấy ma túy gài vào xe và nơi ở của cô gái nhằm thõa mãn sự tức giận của mình.	1
Pháp luật	4594	https://nld.com.vn/phap-luat/ngu-lai-nha-co-giao-nu-sinh-lop-5-bi-chong-co-dam-o-20230325154813615.htm	Ba em T. đã trình báo toàn bộ sự việc lên công an sau khi nghe em kể lại chuyện.	1
Sức khoẻ	4025	https://nld.com.vn/suc-khoe/dich-covid-19-hom-nay-so-ca-nhiem-giam-manh-hon-3-lan-trong-ngay-dau-tuan-20230320172917259.htm	Tổng số ca tử vong do COVID-19 tại Việt Nam tính từ đầu năm đến nay là 43.186 ca, chiếm tỉ lệ 0,4% so với tổng số ca nhiễm, số ca nhiễm ngày càng ít dần, là tín hiệu tốt.	1
Thế giới	2697	https://vnexpress.net/trung-quoc-bat-mot-nguoi-nhat-voi-cao-buoc-gian-diep-4585952.html	Hôm 26/3, phát ngôn viên hãng dược đa quốc gia có trụ sở tại Nhật Bản Astellas Pharma xác nhận người bị bắt ở Trung Quốc là nhân viên công ty, đang làm ở bộ phận sửa chữa.	1
Thế giới	3704	https://thanhnien.vn/israel-khung-hoang-vi-cai-cach-tu-phap-185230327124917349.htm	Phe phản đối phản đối về kế hoạch cải cách, sẽ gây nên hậu quả xấu nếu kế hoạch đi quá xa.	1
GIÁO DỤC	6244	https://baotintuc.vn/giao-duc/nhung-diem-moi-trong-tuyen-sinh-khoi-nganh-cong-an-nhan-dan-nam-2023-20230313111221575.htm	Được kết nạp vào Đảng Cộng sản Việt Nam thì sau khi hết hạn phục vụ tại ngũ trong công an nhân dân được cộng 5 điểm, con của gia đình thương binh được cộng 10 điểm.	1
Kinh tế	226	https://nld.com.vn/kinh-te/chung-khoan-am-tham-tang-20230329211730801.htm	Nhiều tin tức bất ổn về gân hàng Mỹ, châu Âu gặp khó khăn đã làm lay động thị trường chứng khoáng.	1
QUÂN SỰ	3744	https://baotintuc.vn/ho-so-quan-su/duong-day-nong-quan-su-nhat-ban-trung-quoc-di-vao-hoat-dong-20230331191132266.htm	Năm ngoái, Ngoại trưởng Nhật Bản cùng Trung Quốc đã nhất trí về việc hợp tác liên lạc bằng đường dây nóng.	1
Giáo dục	2575	https://thanhnien.vn/hoc-the-nao-de-dau-thu-khoa-cong-nghe-thong-tin-185230310234412524.htm	Theo Bảo thì thí sinh cần phải tự tin, bình tĩnh làm bài, làm nhanh những câu dễ sau đó làm những câu khó, sau khi làm bài xong thì chỉ cần lướt qua một lần nữa là đủ.	1
Quốc tế	4995	https://baochinhphu.vn/cuba-vinh-danh-nhung-nguoi-hy-sinh-trong-tham-hoa-matanzas-102220820110325279.htm	Thảm hoạ cháy kho do sét đánh trúng bể dầu ở Cuba đã khiến nhiều người bị thương, đa phần là bỏng nặng và viêm phổi.	1
Quốc tế	1127	https://baochinhphu.vn/song-bang-o-hang-chuc-di-san-the-gioi-se-bien-mat-vao-2050-102221104100220791.htm	UNESCO vận động mọi người hợp tác nhằm thúc đẩy mạng lưới trao đổi giữa các bên liên quan, đưa ra cảnh báo sớm và giảm rủi ro thiên tai.	1
Chính trị	3991	https://baochinhphu.vn/thuong-ta-phan-thang-lam-chi-huy-truong-bo-chqs-thua-thien-hue-102230324094403192.htm	Sáng 25/3 Trung tướng Hồ Xuân Tùng và Trung tướng Hoàng Anh Tú trao quyết định công tác cán bộ, theo đó Thượng tá Nguyễn Tiến Dũng nghỉ công tác, nghỉ chờ hưu; Thượng tá Nguyễn Tú Tài giữ chức Chủ nhiệm Chính trị Học viện Hậu cần; Trung tướng Hà Thọ Bình  giữ chức Phó Chỉ huy trưởng Bộ CHQS tỉnh Hà Tĩn.	1
Kinh tế	1037	https://baochinhphu.vn/vietjet-mo-duong-bay-thang-dau-tien-ket-noi-viet-nam-va-bang-queensland-australia-102230316124124338.htm	Đường bay thẳng đầu tiên kết nối Việt Nam và bang Queensland vào tháng 6/2023 với tần suất ban đầu 2 chuyến mỗi tuần đã được Vietjet và chính quyền bang Queensland (Australia) công bố sẽ khai thác.	1
Công nghệ	1045	https://nld.com.vn/cong-nghe/chatgpt-trung-tuyen-ky-su-pham-mem-cua-google-voi-muc-luong-khung-20230203144043725.htm	Kỹ sư phầm mềm Join của Microsoft nhận định AI vẫn chưa thể thực hiện được  sự phối hợp và làm việc theo nhóm ăn ý của đội ngũ lập trình viên.	1
Thế giới	2128	https://dantri.com.vn/the-gioi/tong-thong-ukraine-neu-thoi-diem-co-the-gianh-chien-thang-truoc-nga-20230324082343473.htm	Ba Lan và Slovakia đã gửi các máy bay chiến đấu MiG 29 cho Ukraine, kèm theo thức ăn và nước uống viện trợ, Tổng thống Zelensky rất cảm kích.	1
Kinh doanh	6732	https://tuoitre.vn/chot-gia-dien-tai-tao-chuyen-tiep-truoc-31-3-bo-thuc-doanh-nghiep-noi-can-thoi-gian-20230324225005538.htm	Tại cuộc họp về khuôn khổ pháp lý liên quan tới năng lượng tái tạo và dự thảo cơ chế thí điểm mua bán điện trực tiếp (DPPA) diễn ra ngày 30/5, văn phòng Chính phủ vừa có thông báo kết luận của Phó thủ tướng Trần Hồng Hà.	1
Y TẾ	4376	https://baotintuc.vn/dich-benh/bo-y-te-yeu-cau-giam-sat-chat-dich-benh-nguy-hiem-marburg-20230320170802162.htm	Đã có vắc-xin và thuốc chữa vi-rút Marburg.	1
Giáo dục	3278	https://thanhnien.vn/nhieu-hoc-sinh-truong-tieu-hoc-kim-giang-nghi-bi-ngo-doc-sau-khi-di-da-ngoai-185230328185328089.htm	Chiều 28.3, trên mạng xã hội Facebook nhiều người đã chia sẻ thông tin và hình ảnh về nhiều em học sinh khối 1, khối 2 Trường tiểu học Kim Giang (P.Kim Giang, Q.Thanh Xuân, Hà Nội) có biểu hiện lạ, nghi bị ngộ độc phải đi cấp cứu.	1
KHOA HỌC	6394	https://tienphong.vn/giai-ma-bi-an-dang-sau-sa-mac-muoi-co-hinh-to-ong-ky-la-post1515829.tpo	Các nhà nghiên cứu cho biết, do có rất nhiều trong số chúng được xếp sát nhau trên một mặt phẳng muối, nên các cuộn được ép vào nhau để tạo thành hình lục giác và các hoa văn lục giác giống như tổ ong đang là xu hướng thiết kế hiện đại.	1
Thế giới	2981	https://dantri.com.vn/the-gioi/chiec-ao-gay-chu-y-cua-con-gai-ong-kim-jong-un-20230324074128737.htm	Việc Kim Ju-ae liên tục xuất hiện trong các sự kiện công cộng cho thấy cô đang chuẩn bị tiếp quản vị trí lãnh đạo Triều Tiên của cha mình.	1
Xã hội	3094	https://dantri.com.vn/xa-hoi/mot-bo-phan-can-bo-co-tu-tuong-chan-chu-giu-an-toan-so-sai-20230325092513887.htm	Ngày 25/3 diễn ra hội thảo tiếp thu ý kiến vào dự thảo Nghị định, trong đó Bộ tưởng Nội vụ cho biết một bộ phận cán bộ có tư tưởng chần chừ, giữ an toàn và sợ sai.	1
Công nghệ	2570	https://nld.com.vn/cong-nghe/chatgpt-trung-tuyen-ky-su-pham-mem-cua-google-voi-muc-luong-khung-20230203144043725.htm	Vị trí kỹ sư phần mềm cấp 3 tại Google có mức lương khoảng 183.000 USD/năm (gần 5 tỉ đồng).	1
GIÁO DỤC	7187	https://tienphong.vn/tphcm-khong-cho-hoc-sinh-tieu-hoc-di-ngoai-khoa-ngoai-thanh-pho-post1519134.tpo	Suốt quá trình tổ chức học sinh tham gia phải được đảm bảo về chất lượng học tập cũng như sự an toàn khi học tập.	1
Giáo dục	3316	https://thanhnien.vn/ha-noi-khao-sat-toan-thanh-pho-voi-hoc-sinh-lop-12-185230321172549388.htm	Học sinh sẽ làm bài kiểm tra theo hình thức trắc nghiệm cho tất cả các môn.	1
Giáo dục	2492	https://thanhnien.vn/so-mau-hoc-dieu-duong-say-xe-hoc-du-lich-va-cai-ket-bat-ngo-185230315124530853.htm	Theo Báo Tuổi trẻ Online cho biết, ngày 20-3, chương trình Tư vấn mùa thi năm thứ 25 của Báo Thanh Niên tại Lâm Đồng nhận được nhiều lời cảm ơn từ học sinh, giúp họ chắc chắn hơn về sự lựa chọn nghề nghiệp và một số nữ sinh Trường THPT Đức Trọng, như Bùi Thị Thúy Điệp, học sinh lớp 12D5, yêu thích ngành Digital marketing và muốn thi đậu vào Trường ĐH Kinh tế TP.HCM đã tự tin hơn về quyết định của mình sau khi tham gia chương trình.	1
Thế giới	1717	https://tuoitre.vn/co-van-an-ninh-han-quoc-bat-ngo-tu-chuc-truoc-khi-tong-thong-yoon-tham-my-20230329162101155.htm	"Trong buổi thảo luận về ""hòa bình bền vững"" đã có sự góp mặt của ông Kim."	1
Sức khoẻ	898	https://thanhnien.vn/bac-si-24-7-troi-nong-uong-nuoc-dua-moi-ngay-co-tot-khong-18523032718595457.htm	Nước dừa được đánh giá là thức uống bổ sung nguồn khoáng chất kali khá dồi dào - một trong những dưỡng chất cấm kị với người bệnh điều trị cao huyết áp.	1
Thế giới	6987	https://thanhnien.vn/bi-kien-vi-hien-tang-qua-nhieu-tinh-trung-185230328161420667.htm	Một giáo viên toán đã nghỉ hưu ở Anh từng lập kỉ lục là người hiến nhiều tinh trùng nhất thế giới năm 2018, giúp 130 đứa trẻ được thụ tinh.	1
Chính trị	2406	https://baochinhphu.vn/nang-luong-tai-tao-ngoai-khoi-co-hoi-va-thach-thuc-doi-voi-chuyen-doi-xanh-102230324083226941.htm	Tại các phiên tòa, diễn giả nói về vai trò ngày càng quan trọng của việc tái tạo năng lượng ngoài khơi và ảnh hưởng của các vấn đề chính trị đến việc tái tạo này.	1
THẾ GIỚI	5445	https://baotintuc.vn/the-gioi/thuy-dien-lan-dau-tien-dieu-tra-dan-so-sau-nhieu-thap-ky-vi-mat-kiem-soat-20230401082328866.htm	163.000 người xin tị nạn, chủ yếu là người Syria, Afghanistan và Iraq, đã vào nước này chỉ trong năm 2015, hơn 1/3 dân số Thụy Điển ước tính là có nguồn gốc nước ngoài đặc biệt là Ukaraina.	1
Kinh tế	326	https://baochinhphu.vn/se-chuan-hoa-cac-thong-tin-thue-bao-di-dong-truoc-ngay-31-3-102230313134600915.htm	Tại buổi trao đổi thông tin về kế hoạch triển khai chuẩn hóa thông tin thuê bao di động do Cục Viễn thông (Bộ TT&TT) tổ chức ngày 12/3, ông Nguyễn Phong Nhã, Phó Cục trưởng Cục Viễn thông cho biết, đến nay, các doanh nghiệp viễn thông di động đã kết nối với Cơ sở dữ liệu quốc gia về dân cư, trong đó có 3 doanh nghiệp lớn là Viettel, Vinaphone, Mobifone đã đối soát xong 100% dữ liệu thông tin thuê bao với thông tin của Cơ sở dữ liệu quốc gia về dân cư.	1
Đời sống	5505	https://thanhnien.vn/tranh-thu-choi-chuyen-nuoc-tieu-thuong-cho-song-ve-tam-luon-cho-dong-doi-185230324075658832.htm	Những màn đối đầu “cười ra nước mắt” của tiểu thương cùng câu chuyện về cây bàng trăm tuổi linh thiêng trong tập 44 của Tôi yêu chợ Việt tại chợ Sông Vệ, Quảng Ngãi.	1
Bất động sản	6261	https://dantri.com.vn/bat-dong-san/bo-truong-tai-chinh-nhieu-doanh-nghiep-bds-lam-du-an-quy-mo-vuot-nang-luc-20230217231357747.htm	Ngoài việc triển khai đồng bộ các phương án về hoàn thiện chính sách theo hướng tăng cường quản lý giám sát thị trường trái phiếu doanh nghiệp trong và ngoài nước, Bộ Tài chính cũng trình Chính phủ xem xét ban hành Nghị định sửa đổi, thêm vào một vài quy định tại Nghị định số 65 về phát hành trái phiếu DN riêng lẻ.	1
Y TẾ	2416	https://baotintuc.vn/y-te/canh-giac-voi-benh-lao-o-tre-em-20230323170736322.htm	Bệnh lao chỉ lây khi các bệnh nhân mắc phải căn bệnh ho vào người đối diện.	1
XÃ HỘI	1339	https://baotintuc.vn/xa-hoi/ngay-hoi-sac-mau-thanh-nien-xu-tram-huong-20230330184125095.htm	Tỉnh đoàn Khánh Hòa tổ chức Ngày hội Biển cả vào chiều ngày 30/3 nhằm ghi nhận những gì biển mang đến.	1
XÃ HỘI	4738	https://baotintuc.vn/xa-hoi/sua-nghi-dinh-ve-dang-kiem-co-siet-co-mo-de-dam-bao-can-bang-cung-cau-20230331170107367.htm	Mạng lưới trung tâm đăng kiểm cũng cần tập trung vào các thành phố lớn, có nhu cầu cao, đồng thời buộc đóng cửa đối với các trung tâm đăng kiểm có hành vi vi phạm.	1
VĂN HOÁ	27	https://baotintuc.vn/doi-song-van-hoa/tay-son-phung-than-ky-20230318200821443.htm	Chiến thắng Bãi Sậy là chiến thắng mang hào khí mạnh mẽ của vua Quang Trung - Nguyễn Huệ và triều đại Tây Sơn.	1
Du lịch	4387	https://thanhnien.vn/khach-nuoc-ngoai-khieu-nai-ga-gay-moi-sang-lam-gian-doan-giac-ngu-185230323110807795.htm	Khiếu nại bị người dân Bali chế nhạo vì cho rằng đó chính là bằng chứng về sự thờ ơ của du khách đối với văn hóa và phong tục của dân bản địa.	1
THỂ THAO	5095	https://tienphong.vn/son-heung-min-lap-cu-dup-han-quoc-hoa-tiec-nuoi-truoc-colombia-post1520392.tpo	Trong trận giao hữu với Colombia vào chiều nay, đội tuyển Hàn Quốc đã thi đấu đầy hứng khởi và dẫn 2-0 nhờ hai phút lóe sáng của Son Heung-min.	1
Giáo dục - Hướng nghiệp	4507	https://dantri.com.vn/giao-duc-huong-nghiep/nong-sua-doi-quy-che-thi-tot-nghiep-thpt-20230328133533795.htm	Theo quy đinh, khi vào phòng thi, thí sinh chỉ có thể mang theo một số đồ dùng nhất định phục vụ cho các môn thi.	1
PHÁP LUẬT	473	https://tienphong.vn/ke-cam-dau-duong-day-san-xuat-tien-gia-bi-bat-tai-trung-tam-cai-nghien-post1519748.tpo	Đối tượng cầm đầu đường dây sản xuất tiền giả quy mô lớn là Trần Văn Miên núp dưới tên gọi Huỳnh Ngọc Thái đã bị bắt.	1
GIÁO DỤC	248	https://tienphong.vn/tuyen-sinh-lop-10-ha-noi-cach-chon-nguyen-vong-de-tranh-truot-oan-post1520411.tpo	Gần 130.000 học sinh ở Hà Nội sẽ tham dự kỳ thi tuyển sinh lớp 10 để giành suất vào trường công lập trong hơn 2 tháng nữa.	1
VĂN HOÁ	5039	https://baotintuc.vn/du-lich/tp-ho-chi-minh-nhon-nhip-thi-truong-du-lich-20230323083458605.htm	Bà Bùi Thị Ngọc Hiếu sinh năm 1974, Phó Giám đốc Sở Du lịch Thành phố Hồ Chí Minh đánh giá tại hội nghị, Trung Quốc là một trong những thị trường trọng điểm đối với ngành du lịch thành phố, bà còn cho biết thêm công ty du lịch Trung Quốc có thể tham gia Hội chợ Du lịch Quốc tế Thành phố Hồ Chí Minh năm 2023 sẽ diễn ra vào tháng 9 hay đa dạng hoạt động quảng bá, tiếp thị du lịch trong và ngoài nước của Thành phố Hồ Chí Minh.	1
Giới trẻ	3725	https://thanhnien.vn/gen-z-viet-bai-tieu-luan-nhanh-hon-nho-chatgpt-185230325234611357.htm	Thạc sĩ Thống khuyên sinh viên hạn chế sử dụng ChatGPT để tìm kiếm thông tin về các đề tài trong lớp học, ngoài ra cũng cần phải sáng tạo và đem cá tính bản thân vào bài viết, đặc biệt là phải đảm bảo độ chính xác của các thông tin mà ChatGPT cung cấp.	1
THỂ THAO	4923	https://tienphong.vn/nhan-dinh-nhat-ban-vs-colombia-17h00-ngay-283-khong-tha-colombia-post1521149.tpo	Trận đấu bóng đá giữa Nhật Bản với Colombia được diễn ra trên sân tại Nhật Bản, là bất lợi đối với Colombia vốn đá tệ trên sân khách.	1
